,date,temp,feels_like,pressure,humidity,temp_min,temp_max,speed,deg,gust,clouds,id,main,description,icon
0,2022-08-07 04:00:00,80.07800000000003,84.95599999999996,1021,84,76.58600000000007,82.41800000000006,1.79,223,4.47,100,804,Clouds,overcast clouds,04n
1,2022-08-07 05:00:00,79.52000000000004,79.52000000000004,1021,86,76.58600000000007,81.69800000000004,2.68,196,4.47,100,804,Clouds,overcast clouds,04n
2,2022-08-07 06:00:00,79.10599999999994,79.10599999999994,1020,87,76.37000000000006,81.15799999999996,4.12,210,4.990377246398336,40,802,Clouds,scattered clouds,03n
3,2022-08-07 07:00:00,78.49400000000009,80.18599999999998,1021,88,75.45200000000006,80.618,3.6,200,4.990377246398336,75,803,Clouds,broken clouds,04n
4,2022-08-07 08:00:00,77.54000000000002,79.23200000000003,1020,90,74.57,79.68199999999996,2.24,165,4.47,100,804,Clouds,overcast clouds,04n
5,2022-08-07 09:00:00,77.08999999999997,78.72800000000001,1021,90,74.12000000000006,79.05200000000008,3.09,190,4.990377246398336,40,802,Clouds,scattered clouds,03n
6,2022-08-07 10:00:00,76.28000000000003,77.97200000000004,1020,93,73.11200000000002,78.15199999999999,2.24,228,4.92,100,804,Clouds,overcast clouds,04n
7,2022-08-07 11:00:00,76.69400000000002,78.44,1020,93,73.59800000000001,78.90799999999996,0.89,151,4.92,100,804,Clouds,overcast clouds,04d
8,2022-08-07 12:00:00,78.78199999999998,78.78199999999998,1022,89,75.77600000000001,81.05000000000001,5.66,220,4.990377246398336,40,802,Clouds,scattered clouds,03d
9,2022-08-07 13:00:00,81.94999999999999,89.16800000000006,1021,82,78.584,84.21800000000002,4.12,230,4.990377246398336,75,803,Clouds,broken clouds,04d
10,2022-08-07 14:00:00,84.72200000000004,94.35200000000005,1020,76,81.51800000000009,87.584,5.14,240,4.990377246398336,40,802,Clouds,scattered clouds,03d
11,2022-08-07 15:00:00,87.17000000000002,97.52000000000004,1022,69,83.31800000000004,90.30200000000008,7.72,230,4.990377246398336,40,802,Clouds,scattered clouds,03d
12,2022-08-07 16:00:00,88.86200000000002,99.69800000000004,1019,65,85.15400000000005,92.012,4.47,165,8.05,26,802,Clouds,scattered clouds,03d
13,2022-08-07 17:00:00,90.1760000000001,100.094,1019,60,86.37799999999999,93.21800000000002,5.36,186,8.94,27,802,Clouds,scattered clouds,03d
14,2022-08-07 18:00:00,91.29199999999996,100.39999999999992,1019,56,87.34999999999997,94.20799999999991,7.2,220,10.8,75,803,Clouds,broken clouds,04d
15,2022-08-07 19:00:00,91.70599999999996,99.58999999999996,1019,53,86.882,95.05400000000004,7.72,230,11.83,75,803,Clouds,broken clouds,04d
16,2022-08-07 20:00:00,92.06599999999996,99.80599999999998,1017,52,87.584,95.252,3.58,236,8.05,55,803,Clouds,broken clouds,04d
17,2022-08-07 21:00:00,91.70599999999996,98.474,1017,51,87.584,94.92800000000004,7.72,220,4.990377246398336,40,802,Clouds,scattered clouds,03d
18,2022-08-07 22:00:00,90.69800000000004,97.43,1017,53,86.37799999999999,93.81200000000008,3.13,199,7.6,43,802,Clouds,scattered clouds,03d
19,2022-08-07 23:00:00,88.68199999999996,94.748,1018,56,84.59600000000006,91.41800000000006,2.24,222,7.6,40,802,Clouds,scattered clouds,03d
20,2022-08-08 00:00:00,86.21599999999995,91.88600000000002,1017,61,82.59800000000001,88.69999999999999,2.24,242,6.26,35,802,Clouds,scattered clouds,03d
21,2022-08-08 01:00:00,84.18199999999996,89.906,1018,67,79.88000000000005,87.02600000000001,3.13,214,5.81,32,802,Clouds,scattered clouds,03n
22,2022-08-08 02:00:00,82.70599999999996,88.57400000000001,1017,73,79.03399999999993,85.01000000000005,2.68,225,6.71,23,801,Clouds,few clouds,02n
23,2022-08-08 03:00:00,81.68,87.33199999999994,1017,77,77.75600000000003,84.09199999999993,4.63,210,4.990377246398336,20,801,Clouds,few clouds,02n
24,2022-08-08 04:00:00,80.72600000000006,85.82,1016,80,77.25200000000001,83.012,3.58,206,8.49,27,802,Clouds,scattered clouds,03n
25,2022-08-08 05:00:00,79.89799999999997,79.89799999999997,1016,84,76.74799999999999,82.02199999999999,2.68,240,7.15,26,802,Clouds,scattered clouds,03n
26,2022-08-08 06:00:00,79.08800000000002,79.08800000000002,1017,85,76.118,81.01399999999995,3.09,200,4.990377246398336,20,801,Clouds,few clouds,02n
27,2022-08-08 07:00:00,78.34999999999997,79.96999999999997,1015,87,75.38000000000005,80.618,2.24,217,6.26,4,800,Clear,clear sky,01n
28,2022-08-08 08:00:00,77.882,79.55599999999998,1015,89,75.02000000000004,80.02399999999994,3.13,230,4.92,30,802,Clouds,scattered clouds,03n
29,2022-08-08 09:00:00,77.64799999999997,79.33999999999997,1016,90,74.74999999999994,79.62799999999999,3.09,190,4.990377246398336,40,802,Clouds,scattered clouds,03n
30,2022-08-08 10:00:00,77.32400000000001,79.03399999999993,1016,91,74.58800000000002,79.16000000000003,3.6,190,4.990377246398336,40,802,Clouds,scattered clouds,03n
31,2022-08-08 11:00:00,77.46800000000002,79.23200000000003,1016,92,74.74999999999994,79.16000000000003,2.24,219,6.26,17,801,Clouds,few clouds,02d
32,2022-08-08 12:00:00,80.02399999999994,85.118,1017,86,76.6760000000001,82.41800000000006,5.14,200,4.990377246398336,20,801,Clouds,few clouds,02d
33,2022-08-08 13:00:00,82.70599999999996,91.14799999999995,1016,82,79.03399999999993,85.56800000000004,2.68,225,6.26,12,801,Clouds,few clouds,02d
34,2022-08-08 14:00:00,85.49600000000004,95.54000000000002,1015,74,81.57199999999995,88.30400000000003,4.63,200,4.990377246398336,75,803,Clouds,broken clouds,04d
35,2022-08-08 15:00:00,87.47600000000006,98.29400000000004,1016,69,83.786,90.824,6.17,250,4.990377246398336,40,802,Clouds,scattered clouds,03d
36,2022-08-08 16:00:00,90.05000000000001,102.64999999999992,1013,65,86.75600000000003,93.21800000000002,2.68,250,6.26,13,801,Clouds,few clouds,02d
37,2022-08-08 17:00:00,91.68800000000005,104.28799999999995,1013,61,87.76399999999995,95.01800000000009,2.68,215,6.71,16,801,Clouds,few clouds,02d
38,2022-08-08 18:00:00,93.03799999999995,105.296,1012,57,88.988,96.06200000000008,4.47,210,8.05,29,802,Clouds,scattered clouds,03d
39,2022-08-08 19:00:00,93.074,104.70200000000006,1012,56,88.39400000000006,96.7100000000001,4.02,234,7.6,86,804,Clouds,overcast clouds,04d
40,2022-08-08 20:00:00,93.57800000000005,104.57600000000008,1012,54,88.03399999999993,97.01600000000002,2.68,202,8.49,82,803,Clouds,broken clouds,04d
41,2022-08-08 21:00:00,93.36200000000002,102.72200000000004,1012,52,88.17800000000005,96.7100000000001,8.75,240,4.990377246398336,40,802,Clouds,scattered clouds,03d
42,2022-08-08 22:00:00,91.97600000000006,101.38999999999992,1012,55,87.584,94.94599999999996,4.02,233,8.05,89,804,Clouds,overcast clouds,04d
43,2022-08-08 23:00:00,89.92399999999992,99.49999999999994,1012,60,86.37799999999999,92.2100000000001,3.13,173,7.6,86,804,Clouds,overcast clouds,04d
44,2022-08-09 00:00:00,87.72800000000001,97.41199999999998,1012,66,83.87600000000003,90.15799999999996,4.02,225,8.94,75,803,Clouds,broken clouds,04d
45,2022-08-09 01:00:00,85.92800000000005,94.4600000000001,1013,69,82.02199999999999,88.01600000000002,2.68,219,5.81,77,803,Clouds,broken clouds,04n
46,2022-08-09 02:00:00,84.66800000000006,93.43399999999993,1013,74,80.78000000000003,87.02600000000001,2.24,161,5.36,46,802,Clouds,scattered clouds,03n
47,2022-08-09 03:00:00,83.80400000000003,92.372,1013,77,79.71800000000002,86.25200000000001,5.14,220,9.26,20,801,Clouds,few clouds,02n
48,2022-08-09 04:00:00,82.88600000000002,91.32800000000005,1013,81,79.12399999999997,85.01000000000005,2.68,208,7.6,31,802,Clouds,scattered clouds,03n
49,2022-08-09 05:00:00,82.07600000000008,89.4919999999999,1012,82,78.11599999999993,84.21800000000002,1.79,188,4.92,26,802,Clouds,scattered clouds,03n
50,2022-08-09 06:00:00,81.03199999999998,87.512,1013,85,77.594,83.10200000000003,3.08,218,10.54,29,802,Clouds,scattered clouds,03n
51,2022-08-09 07:00:00,80.51000000000005,86.70200000000006,1012,88,77.77399999999994,82.41800000000006,2.24,211,4.47,88,804,Clouds,overcast clouds,04n
52,2022-08-09 08:00:00,79.77199999999999,79.77199999999999,1012,90,76.99999999999994,81.62600000000003,2.24,186,4.92,50,802,Clouds,scattered clouds,03n
53,2022-08-09 09:00:00,79.57400000000001,79.57400000000001,1012,90,76.118,81.69800000000004,3.09,230,4.990377246398336,0,800,Clear,clear sky,01n
54,2022-08-09 10:00:00,79.03399999999993,79.03399999999993,1012,91,75.75799999999998,81.01399999999995,1.79,205,5.36,30,802,Clouds,scattered clouds,03n
55,2022-08-09 11:00:00,78.88999999999993,78.88999999999993,1013,91,75.416,80.9600000000001,1.34,231,4.92,25,802,Clouds,scattered clouds,03d
56,2022-08-09 12:00:00,81.89600000000002,89.29400000000004,1014,83,77.75600000000003,84.45200000000006,5.14,230,4.990377246398336,20,801,Clouds,few clouds,02d
57,2022-08-09 13:00:00,84.86599999999993,94.72999999999996,1012,76,80.59999999999997,87.81800000000004,2.24,247,6.26,45,802,Clouds,scattered clouds,03d
58,2022-08-09 14:00:00,87.78199999999998,98.56400000000002,1012,68,83.83999999999997,90.62600000000003,2.24,247,4.02,30,802,Clouds,scattered clouds,03d
59,2022-08-09 15:00:00,90.878,103.08199999999994,1013,62,86.82800000000003,93.50600000000004,5.14,240,4.990377246398336,40,802,Clouds,scattered clouds,03d
60,2022-08-09 16:00:00,92.76800000000009,105.368,1011,59,88.75399999999996,96.026,3.58,223,6.26,31,802,Clouds,scattered clouds,03d
61,2022-08-09 17:00:00,93.93800000000005,106.17800000000004,1012,55,90.392,97.05200000000008,3.13,338,6.26,26,802,Clouds,scattered clouds,03d
62,2022-08-09 18:00:00,95.01800000000009,107.618,1011,55,90.51800000000009,98.618,6.69,230,10.29,40,802,Clouds,scattered clouds,03d
63,2022-08-09 19:00:00,95.522,108.122,1009,54,91.382,98.92399999999992,3.58,291,5.81,13,801,Clouds,few clouds,02d
64,2022-08-09 20:00:00,96.06200000000008,108.66199999999998,1010,52,91.57999999999998,99.49999999999994,2.68,252,6.26,23,801,Clouds,few clouds,02d
65,2022-08-09 21:00:00,96.098,108.66199999999998,1011,51,89.51000000000005,98.94199999999996,6.69,240,4.990377246398336,40,802,Clouds,scattered clouds,03d
66,2022-08-09 22:00:00,85.4600000000001,94.60399999999998,1013,72,74.31800000000004,95.27000000000004,3.81,329,6.55,41,802,Clouds,scattered clouds,03d
67,2022-08-09 23:00:00,84.73999999999995,92.858,1011,72,77.594,91.238,5.66,210,12.86,75,211,Thunderstorm,thunderstorm,11d
68,2022-08-10 00:00:00,82.63399999999996,89.51000000000005,1013,77,76.60399999999998,87.22399999999999,2.06,230,4.990377246398336,75,803,Clouds,broken clouds,04d
69,2022-08-10 01:00:00,80.72600000000006,85.98200000000003,1015,81,75.30799999999994,85.94599999999997,0.45,112,1.79,75,211,Thunderstorm,thunderstorm,11n
70,2022-08-10 02:00:00,79.12399999999997,79.12399999999997,1013,84,74.58800000000002,83.87600000000003,6.69,290,4.990377246398336,100,211,Thunderstorm,thunderstorm,11n
71,2022-08-10 03:00:00,78.368,79.988,1014,87,74.58800000000002,81.89600000000002,3.6,270,4.990377246398336,75,500,Rain,light rain,10n
72,2022-08-10 04:00:00,77.594,79.32199999999995,1013,91,74.80400000000003,80.34800000000001,0.45,214,4.02,3,800,Clear,clear sky,01n
73,2022-08-10 05:00:00,77.37799999999999,79.142,1014,92,74.57,79.62799999999999,1.34,225,1.79,3,800,Clear,clear sky,01n
74,2022-08-10 06:00:00,77.23399999999998,78.97999999999996,1014,92,74.31800000000004,79.69999999999999,0.45,334,1.34,40,802,Clouds,scattered clouds,03n
75,2022-08-10 07:00:00,76.91000000000003,78.67399999999992,1015,93,74.22800000000001,79.17800000000005,1.98,311,5.66,5,800,Clear,clear sky,01n
76,2022-08-10 08:00:00,76.6760000000001,78.368,1015,92,73.57999999999998,79.08800000000002,0.89,327,2.68,5,800,Clear,clear sky,01n
77,2022-08-10 09:00:00,76.13600000000002,77.77399999999994,1015,92,72.51800000000009,78.7100000000001,2.06,320,4.990377246398336,75,803,Clouds,broken clouds,04n
78,2022-08-10 10:00:00,74.858,76.406,1016,93,71.79799999999994,77.08999999999997,2.44,334,5.35,4,800,Clear,clear sky,01n
79,2022-08-10 11:00:00,74.49799999999999,75.88399999999996,1017,90,71.18599999999998,77.01800000000009,0.45,15,1.34,4,800,Clear,clear sky,01d
80,2022-08-10 12:00:00,76.78399999999993,77.97200000000004,1015,81,72.32,79.96999999999997,0.89,27,2.68,12,801,Clouds,few clouds,02d
81,2022-08-10 13:00:00,79.43,79.43,1016,74,74.38999999999993,83.19199999999995,1.79,136,4.02,1,800,Clear,clear sky,01d
82,2022-08-10 14:00:00,82.14799999999997,86.48600000000005,1016,69,77.108,85.29799999999994,0.89,78,2.24,1,800,Clear,clear sky,01d
83,2022-08-10 15:00:00,84.72200000000004,89.36599999999993,1016,62,80.31200000000007,87.69199999999995,2.06,0,4.990377246398336,20,801,Clouds,few clouds,02d
84,2022-08-10 16:00:00,86.68399999999991,92.04799999999994,1014,59,82.68800000000005,90.1760000000001,1.34,44,3.13,1,800,Clear,clear sky,01d
85,2022-08-10 17:00:00,87.87200000000001,93.9919999999999,1016,58,83.17399999999992,91.31,1.79,288,4.47,2,800,Clear,clear sky,01d
86,2022-08-10 18:00:00,88.68199999999996,94.748,1014,56,83.82199999999995,92.012,1.79,289,4.47,25,802,Clouds,scattered clouds,03d
87,2022-08-10 19:00:00,88.53799999999995,94.4600000000001,1014,56,83.98399999999998,91.97600000000006,1.79,269,4.47,88,804,Clouds,overcast clouds,04d
88,2022-08-10 20:00:00,88.75399999999996,95.36000000000008,1013,57,84.50600000000003,91.34600000000006,1.79,158,4.02,90,804,Clouds,overcast clouds,04d
89,2022-08-10 21:00:00,88.39400000000006,93.73999999999997,1013,55,83.80400000000003,91.94,2.57,320,4.990377246398336,75,803,Clouds,broken clouds,04d
90,2022-08-10 22:00:00,87.44,93.128,1013,58,82.88600000000002,91.21999999999996,1.79,223,3.58,69,803,Clouds,broken clouds,04d
91,2022-08-10 23:00:00,86.108,90.95,1012,59,81.01399999999995,89.22200000000004,1.79,260,3.58,65,803,Clouds,broken clouds,04d
92,2022-08-11 00:00:00,82.99400000000009,87.584,1015,67,78.2419999999999,85.94599999999997,0.72,191,2.31,65,803,Clouds,broken clouds,04d
93,2022-08-11 01:00:00,81.15799999999996,85.08199999999994,1015,71,76.74799999999999,83.87600000000003,0.58,147,2.18,83,803,Clouds,broken clouds,04n
94,2022-08-11 02:00:00,79.50200000000001,79.50200000000001,1015,75,75.45200000000006,82.63399999999996,0.98,172,2.12,91,804,Clouds,overcast clouds,04n
95,2022-08-11 03:00:00,78.45799999999991,79.66400000000004,1015,78,74.31800000000004,81.55400000000003,0.0,0,4.990377246398336,100,804,Clouds,overcast clouds,04n
96,2022-08-11 04:00:00,77.91800000000006,79.214,1015,81,74.012,80.87000000000006,0.96,214,1.82,96,804,Clouds,overcast clouds,04n
97,2022-08-11 05:00:00,77.37799999999999,78.7100000000001,1014,83,73.39999999999992,79.86200000000002,2.85,273,5.85,96,804,Clouds,overcast clouds,04n
98,2022-08-11 06:00:00,76.82,78.20599999999996,1014,85,73.39999999999992,79.01600000000002,2.14,277,4.69,93,804,Clouds,overcast clouds,04n
99,2022-08-11 07:00:00,76.56800000000004,78.00799999999998,1013,87,72.75200000000001,78.87200000000001,1.81,295,4.11,100,804,Clouds,overcast clouds,04n
100,2022-08-11 08:00:00,74.35399999999998,75.81200000000007,1012,92,71.834,77.05400000000003,4.12,280,4.990377246398336,100,503,Rain,very heavy rain,10n
101,2022-08-11 09:00:00,72.84199999999993,74.24600000000004,1012,94,70.57400000000001,74.94800000000004,0.89,276,3.13,100,701,Mist,mist,50n
102,2022-08-11 10:00:00,72.608,74.03000000000003,1011,95,70.37600000000003,74.156,2.06,360,4.990377246398336,100,804,Clouds,overcast clouds,04n
103,2022-08-11 11:00:00,72.48200000000003,73.90400000000005,1011,95,70.01600000000002,73.95799999999991,0.89,290,2.68,99,804,Clouds,overcast clouds,04d
104,2022-08-11 12:00:00,72.96800000000002,74.38999999999993,1012,94,70.52000000000004,75.21800000000002,3.09,250,4.990377246398336,75,803,Clouds,broken clouds,04d
105,2022-08-11 13:00:00,73.95799999999991,75.46999999999997,1012,94,71.4919999999999,76.62200000000001,0.45,352,1.79,100,804,Clouds,overcast clouds,04d
106,2022-08-11 14:00:00,76.262,77.71999999999997,1012,88,72.75200000000001,79.68199999999996,3.6,330,4.990377246398336,75,803,Clouds,broken clouds,04d
107,2022-08-11 15:00:00,79.41199999999998,79.41199999999998,1011,80,75.38000000000005,83.04799999999994,1.34,336,3.58,98,804,Clouds,overcast clouds,04d
108,2022-08-11 16:00:00,82.65199999999999,87.94400000000002,1009,71,78.85399999999998,86.108,1.34,353,4.02,98,804,Clouds,overcast clouds,04d
109,2022-08-11 17:00:00,85.01000000000005,88.95200000000006,1010,59,81.1760000000001,88.32199999999995,1.34,348,3.58,99,804,Clouds,overcast clouds,04d
110,2022-08-11 18:00:00,86.68399999999991,89.88799999999998,1009,53,82.88600000000002,89.618,1.34,350,3.13,99,804,Clouds,overcast clouds,04d
111,2022-08-11 19:00:00,87.62000000000006,90.41000000000004,1008,50,83.82199999999995,90.93199999999996,2.24,287,4.47,100,804,Clouds,overcast clouds,04d
112,2022-08-11 20:00:00,88.214,90.33800000000002,1009,47,84.82999999999998,91.32800000000005,1.34,0,5.36,100,804,Clouds,overcast clouds,04d
113,2022-08-11 21:00:00,88.64600000000002,90.32,1010,45,84.02000000000004,92.31800000000004,0.89,340,4.47,100,804,Clouds,overcast clouds,04d
114,2022-08-11 22:00:00,88.01600000000002,88.77199999999999,1010,43,82.76000000000005,91.14799999999995,0.45,278,2.68,100,804,Clouds,overcast clouds,04d
115,2022-08-11 23:00:00,86.14400000000006,87.00799999999998,1010,46,80.02399999999994,90.15799999999996,0.89,252,4.02,81,803,Clouds,broken clouds,04d
116,2022-08-12 00:00:00,82.61599999999993,83.62399999999997,1009,51,75.97399999999999,86.14400000000006,1.34,270,4.02,71,803,Clouds,broken clouds,04d
117,2022-08-12 01:00:00,78.99799999999999,78.99799999999999,1007,58,73.21999999999997,83.69599999999997,0.89,270,2.68,81,803,Clouds,broken clouds,04n
118,2022-08-12 02:00:00,77.594,78.06200000000007,1007,64,71.762,81.69800000000004,0.89,256,2.68,68,803,Clouds,broken clouds,04n
119,2022-08-12 03:00:00,77.14400000000006,77.75600000000003,1010,68,71.762,80.762,1.34,232,4.02,71,803,Clouds,broken clouds,04n
120,2022-08-12 04:00:00,77.70200000000006,77.81,1011,56,71.85200000000003,80.94199999999995,2.24,4,4.47,78,803,Clouds,broken clouds,04n
121,2022-08-12 05:00:00,77.30599999999998,77.036,1011,49,72.32,79.96999999999997,1.79,16,4.92,82,803,Clouds,broken clouds,04n
122,2022-08-12 06:00:00,75.92000000000002,75.56,1011,50,71.4919999999999,77.97200000000004,1.34,21,6.71,88,804,Clouds,overcast clouds,04n
123,2022-08-12 07:00:00,73.88600000000002,73.56200000000007,1011,55,68.77399999999994,77.01800000000009,1.34,334,3.13,100,804,Clouds,overcast clouds,04n
124,2022-08-12 08:00:00,72.48200000000003,72.30200000000008,1011,61,68.61200000000002,75.21800000000002,1.79,346,5.36,100,804,Clouds,overcast clouds,04n
125,2022-08-12 09:00:00,71.94199999999995,71.85200000000003,1012,64,67.6760000000001,73.95799999999991,2.24,15,6.71,100,804,Clouds,overcast clouds,04n
126,2022-08-12 10:00:00,71.09600000000006,70.95200000000006,1012,65,66.68599999999998,73.70599999999996,1.79,35,6.26,99,804,Clouds,overcast clouds,04n
127,2022-08-12 11:00:00,70.286,70.12399999999997,1013,66,65.67800000000005,72.87799999999999,2.24,355,7.15,99,804,Clouds,overcast clouds,04d
128,2022-08-12 12:00:00,70.46599999999995,70.358,1013,67,66.59600000000006,73.02199999999999,1.34,308,3.58,100,804,Clouds,overcast clouds,04d
129,2022-08-12 13:00:00,72.30200000000008,72.37399999999997,1014,67,69.38600000000002,74.87600000000003,2.68,35,4.02,99,804,Clouds,overcast clouds,04d
130,2022-08-12 14:00:00,76.22600000000006,76.37000000000006,1014,60,72.05000000000001,78.94400000000002,2.68,79,6.26,100,804,Clouds,overcast clouds,04d
131,2022-08-12 15:00:00,79.26800000000009,79.26800000000009,1014,52,75.38000000000005,82.31,1.79,17,4.47,67,803,Clouds,broken clouds,04d
132,2022-08-12 16:00:00,81.48200000000003,81.71599999999995,1014,46,77.75600000000003,84.30799999999994,5.14,40,4.990377246398336,0,800,Clear,clear sky,01d
133,2022-08-12 17:00:00,82.61599999999993,82.382,1014,43,78.99799999999999,85.49600000000004,1.79,298,4.02,41,802,Clouds,scattered clouds,03d
134,2022-08-12 18:00:00,83.76800000000009,82.92199999999997,1013,39,79.82600000000008,87.18800000000005,0.89,259,3.58,34,802,Clouds,scattered clouds,03d
135,2022-08-12 19:00:00,84.30799999999994,83.13799999999998,1013,37,80.58199999999994,87.27800000000008,1.79,342,4.92,0,800,Clear,clear sky,01d
136,2022-08-12 20:00:00,84.416,83.10200000000003,1012,36,80.69,88.26800000000009,1.79,67,5.36,1,800,Clear,clear sky,01d
137,2022-08-12 21:00:00,84.73999999999995,82.99400000000009,1013,33,79.88000000000005,87.9260000000001,2.24,4,4.47,2,800,Clear,clear sky,01d
138,2022-08-12 22:00:00,83.642,82.02199999999999,1013,33,79.214,86.27000000000004,2.24,317,5.36,3,800,Clear,clear sky,01d
139,2022-08-12 23:00:00,81.58999999999997,80.70799999999991,1014,36,76.98200000000003,84.21800000000002,2.24,25,4.92,3,800,Clear,clear sky,01d
140,2022-08-13 00:00:00,78.31400000000002,77.57600000000008,1015,37,72.01399999999995,82.29199999999997,5.14,330,4.990377246398336,40,802,Clouds,scattered clouds,03n
141,2022-08-13 01:00:00,73.94,73.14799999999997,1017,45,67.04599999999999,77.75600000000003,4.55,357,8.82,0,800,Clear,clear sky,01n
142,2022-08-13 02:00:00,72.01399999999995,71.07800000000003,1017,46,65.74999999999994,76.04599999999999,4.26,1,9.25,0,800,Clear,clear sky,01n
143,2022-08-13 03:00:00,69.99799999999999,68.95400000000001,1017,48,64.41800000000006,74.156,0.45,356,1.79,0,800,Clear,clear sky,01n
144,2022-08-13 04:00:00,68.50399999999996,67.35200000000003,1015,49,62.00600000000003,72.69800000000004,0.89,15,2.24,0,800,Clear,clear sky,01n
145,2022-08-13 05:00:00,66.81200000000007,65.67800000000005,1018,53,60.99799999999999,71.27600000000001,3.43,3,9.04,0,800,Clear,clear sky,01n
146,2022-08-13 06:00:00,65.4260000000001,64.20200000000006,1017,54,59.77399999999994,69.94400000000002,3.23,355,8.79,0,800,Clear,clear sky,01n
147,2022-08-13 07:00:00,63.75200000000001,62.599999999999966,1018,59,57.77600000000001,66.92000000000002,3.05,350,7.83,0,800,Clear,clear sky,01n
148,2022-08-13 08:00:00,62.762,61.61000000000007,1015,61,56.74999999999994,66.70400000000001,3.07,351,7.87,0,800,Clear,clear sky,01n
149,2022-08-13 09:00:00,62.14999999999992,61.033999999999935,1017,63,56.51600000000002,65.94800000000004,0.45,343,2.24,0,800,Clear,clear sky,01n
150,2022-08-13 10:00:00,61.55599999999998,60.45799999999991,1017,65,55.50799999999998,65.012,1.34,344,4.02,0,800,Clear,clear sky,01n
151,2022-08-13 11:00:00,61.339999999999975,60.33199999999994,1018,67,55.76000000000005,65.012,0.45,310,2.68,0,800,Clear,clear sky,01d
152,2022-08-13 12:00:00,65.35399999999998,64.54400000000004,1017,63,60.584,68.882,1.34,336,5.36,0,800,Clear,clear sky,01d
153,2022-08-13 13:00:00,69.49400000000009,68.77399999999994,1018,56,64.79599999999999,73.02199999999999,2.24,23,4.02,0,800,Clear,clear sky,01d
154,2022-08-13 14:00:00,73.18399999999991,72.464,1018,48,69.11599999999993,76.04599999999999,1.34,23,4.02,0,800,Clear,clear sky,01d
155,2022-08-13 15:00:00,75.38000000000005,74.58800000000002,1018,42,72.03199999999998,78.02600000000001,2.68,24,6.26,0,800,Clear,clear sky,01d
156,2022-08-13 16:00:00,77.19800000000004,76.44199999999995,1016,39,73.76000000000005,80.32999999999998,1.79,20,6.26,0,800,Clear,clear sky,01d
157,2022-08-13 17:00:00,78.99799999999999,78.99799999999999,1018,37,75.416,82.32800000000003,0.89,134,3.58,0,800,Clear,clear sky,01d
158,2022-08-13 18:00:00,80.47399999999999,79.93399999999991,1016,36,77.01800000000009,83.62399999999997,1.79,360,4.92,0,800,Clear,clear sky,01d
159,2022-08-13 19:00:00,81.536,80.4919999999999,1016,34,77.95400000000001,85.04599999999999,2.68,49,5.36,0,800,Clear,clear sky,01d
160,2022-08-13 20:00:00,81.93199999999996,80.87000000000006,1013,35,78.60200000000003,85.04599999999999,1.34,344,5.81,0,800,Clear,clear sky,01d
161,2022-08-13 21:00:00,82.32800000000003,80.97800000000001,1014,33,78.584,85.80200000000008,1.34,84,3.58,1,800,Clear,clear sky,01d
162,2022-08-13 22:00:00,81.68,80.51000000000005,1015,33,76.92800000000005,85.262,0.45,352,3.13,2,800,Clear,clear sky,01d
163,2022-08-13 23:00:00,79.55599999999998,79.55599999999998,1016,37,74.33600000000007,83.156,0.89,54,2.68,2,800,Clear,clear sky,01d
164,2022-08-14 00:00:00,74.96599999999995,74.28199999999998,1017,45,69.2419999999999,79.62799999999999,0.91,289,3.96,2,800,Clear,clear sky,01n
165,2022-08-14 01:00:00,71.132,70.57400000000001,1017,56,64.77800000000008,75.11000000000007,1.79,243,6.71,0,800,Clear,clear sky,01n
166,2022-08-14 02:00:00,69.38600000000002,68.89999999999992,1016,61,63.212000000000046,72.69800000000004,0.89,0,4.02,1,800,Clear,clear sky,01n
167,2022-08-14 03:00:00,67.60399999999998,67.20799999999991,1017,67,62.22200000000004,70.96999999999997,2.72,180,5.75,9,800,Clear,clear sky,01n
168,2022-08-14 04:00:00,66.19999999999999,65.76800000000009,1017,69,60.78199999999998,69.96200000000005,2.23,194,4.46,32,802,Clouds,scattered clouds,03n
169,2022-08-14 04:00:00,66.19999999999999,65.76800000000009,1017,69,60.78199999999998,69.96200000000005,2.23,194,4.46,32,802,Clouds,scattered clouds,03n
170,2022-08-14 05:00:00,65.19199999999995,64.84999999999997,1018,73,59.82800000000003,68.95400000000001,1.61,205,3.25,45,802,Clouds,scattered clouds,03n
171,2022-08-14 06:00:00,64.67000000000002,64.41800000000006,1018,76,58.892,68.63000000000005,1.45,197,3.54,61,803,Clouds,broken clouds,04n
172,2022-08-14 07:00:00,64.41800000000006,64.18399999999991,1017,77,58.74799999999999,68.108,0.45,144,1.79,100,804,Clouds,overcast clouds,04n
173,2022-08-14 08:00:00,64.14799999999997,64.02199999999999,1018,80,58.74799999999999,67.20799999999991,0.32,150,0.64,100,804,Clouds,overcast clouds,04n
174,2022-08-14 09:00:00,63.71599999999995,63.64400000000006,1017,82,58.6760000000001,67.15400000000005,0.53,134,0.77,100,804,Clouds,overcast clouds,04n
175,2022-08-14 10:00:00,63.55400000000003,63.464,1018,82,58.04599999999999,67.15400000000005,0.57,149,0.93,100,804,Clouds,overcast clouds,04n
176,2022-08-14 11:00:00,63.896000000000015,63.87799999999999,1017,83,58.406000000000006,66.93800000000005,0.45,179,0.76,100,804,Clouds,overcast clouds,04d
177,2022-08-14 12:00:00,67.13600000000002,67.262,1017,79,61.93399999999991,69.96200000000005,1.34,0,2.68,100,804,Clouds,overcast clouds,04d
